""timestamp"",""samples.name"",""samples.value""
0,,
349,,
853,,
1356,,
1849,,
2349,,
2849,,
3348,,
3807,,
4202,,
4547,,
4600,""Feature-1"",0.39093972395465243
4600,""Feature-3"",0.35905682303011416
4600,""Feature-4"",0.8201304351165891
4799,,
4998,,
5198,,
5405,,
5603,,
5756,""Feature-4"",0.3343789727985859
5959,,
6200,,
6355,""Feature-1"",0.38699702439131217
6355,""Feature-4"",0.42994331285357473
6601,,
6751,,
6997,,
7155,,
7357,,
7552,,
7797,,
7953,""Feature-4"",0.4340364520996809
8155,,
8356,,
8597,,
8753,,
8999,,
9150,""Feature-1"",0.5050149946426973
9150,""Feature-3"",0.3956729150284082
9150,""Feature-4"",0.6401262336224317
9401,""Feature-4"",0.4019650033861399
9552,,
9755,,
10000,,
10201,,
10402,,
10552,,
10754,,
11001,,
11198,,
11404,""Feature-3"",0.3713721881061792
11404,""Feature-4"",0.3901195295155048
11556,""Feature-1"",0.3491556546348147
11556,""Feature-4"",0.7073108994588256
11800,,
11953,,
12155,,
12351,,
12598,,
12753,,
12955,,
13151,""Feature-4"",0.49857548642903565
13350,,
13598,,
13797,""Feature-1"",0.4192622231942369
13797,""Feature-4"",0.4876966217160225
13950,,
14198,,
14352,,
14549,""Feature-1"",0.3577022278914228
14549,""Feature-4"",0.4313976389914751
14749,,
14949,,
15197,,
15355,,
15597,,
15749,,
15951,,
16155,""Feature-1"",0.3353648004855495
16155,""Feature-4"",0.5205446806922555
16397,,
16549,,
16752,,
16955,,
17158,,
17350,,
17553,""Feature-1"",0.38023516570799987
17553,""Feature-4"",0.35024700317531826
17797,,
17997,,
18149,,
18351,,
18554,,
18757,,
18949,,
19151,,
19356,,
19597,,
19749,,
19951,,
20198,,
20396,,
20596,,
20796,,
20954,,
21196,""Feature-3"",0.3906142270937562
21196,""Feature-4"",0.5436002860963345
21397,,
21552,,
21754,,
21996,,
22148,,
22351,,
22555,,
22757,,
22949,,
23151,,
23356,,
23597,,
23750,,
23952,""Feature-1"",0.3853542369441129
23952,""Feature-3"",0.3313985698367469
24155,,
24349,,
24548,,
24752,,
24956,,
25157,,
25349,,
25555,""Feature-3"",0.342986458837986
25755,,
25950,,
26197,""Feature-3"",0.355097678899765
26197,""Feature-4"",0.3762342634797096
26401,,
26602,,
26757,""Feature-1"",0.3740308949185965
26757,""Feature-3"",0.34697419494390486
26757,""Feature-4"",0.5143804308399558
26954,,
27200,,
27354,""Feature-1"",0.45126027770573274
27354,""Feature-4"",0.4299792513251305
27558,,
27809,,
27953,,
28204,""Feature-4"",0.6122776010632515
28353,,
28597,,
28852,,
28954,,
29151,,
29404,,
29603,,
29803,,
29956,,
30204,,
30406,,
30602,,
30756,,
31003,,
31204,""Feature-1"",0.38508629611344075
31204,""Feature-4"",0.5438111559674144
31353,,
31555,,
31800,,
31997,,
32203,,
32351,,
32597,,
32800,,
32954,""Feature-1"",0.4389654805290047
32954,""Feature-4"",0.3512835251539946
33155,,
33353,,
33553,""Feature-1"",0.4361346188830612
33553,""Feature-4"",0.45796465888619425
33858,,
33952,,
34197,,
34397,,
34554,,
34756,""Feature-1"",0.34589869394549166
34756,""Feature-4"",0.34991753729060293
34955,,
35197,,
35354,,
35557,,
35748,""Feature-1"",0.42879368659167083
35748,""Feature-3"",0.33588121442124247
35956,,
36157,""Feature-1"",0.3826827254879754
36157,""Feature-4"",0.7136972168087959
36358,,
36548,,
36751,,
36996,,
37157,,
37348,,
37595,,
37755,,
37996,,
38147,,
38356,,
38595,,
38757,,
38948,,
39156,,
39357,,
39595,,
39748,""Feature-4"",0.4871743209287524
39951,,
40196,""Feature-1"",0.35743252547421434
40196,""Feature-4"",0.3848147765547037
40357,,
40551,""Feature-1"",0.3418341014179168
40551,""Feature-4"",0.5959566208720207
40751,""Feature-1"",0.3320942469505826
40751,""Feature-4"",0.5704637211561203
40996,,
41196,""Feature-1"",0.35693308389978484
41196,""Feature-4"",0.5378947776928544
41347,,
41550,""Feature-1"",0.35990558527118993
41550,""Feature-4"",0.6233085059374571
41796,""Feature-1"",0.4724580189748667
41796,""Feature-3"",0.3743130054324865
41796,""Feature-4"",0.6652990673854947
41996,,
42148,,
42352,,
42596,,
42796,,
42948,,
43150,,
43354,,
43556,,
43755,,
43949,,
44154,,
44357,,
44547,,
44752,,
44953,,
45156,,
45347,,
45551,,
45753,,
45952,""Feature-4"",0.4364061076939106
46149,,
46403,,
46599,,
46749,,
46954,,
47198,,
47399,,
47556,,
47804,""Feature-1"",0.3989699382928666
47804,""Feature-3"",0.33145644001662733
47804,""Feature-4"",0.48120882917195557
47999,,
48153,,
48356,""Feature-1"",0.4476203848421574
48356,""Feature-3"",0.3435115557722747
48356,""Feature-4"",0.34470464091748
48555,,
48797,,
49001,,
49196,,
49354,,
49596,,
49797,,
49955,""Feature-3"",0.37764387861127036
49955,""Feature-4"",0.42002488672733307
50198,""Feature-3"",0.39386059386655686
50398,,
50599,""Feature-4"",0.43511339321732523
50756,,
50952,""Feature-1"",0.4254979632748291
50952,""Feature-3"",0.33103961881250143
50952,""Feature-4"",0.518601267002523
51197,,
51352,""Feature-1"",0.43298111245036125
51352,""Feature-4"",0.46065960474312306
51552,,
51755,,
51996,,
52153,""Feature-1"",0.37638189071789385
52153,""Feature-3"",0.33894964009523393
52153,""Feature-4"",0.47927896939218045
52353,,
52553,,
52797,""Feature-1"",0.4096602089681255
52797,""Feature-4"",0.4313693865016103
52953,,
53196,,
53352,,
53595,,
53752,""Feature-1"",0.4494196887256112
53752,""Feature-3"",0.33072129607200623
53752,""Feature-4"",0.38563847869634627
53951,,
54195,,
54395,,
54551,""Feature-1"",0.4441759811365046
54551,""Feature-3"",0.4010610029101372
54551,""Feature-4"",0.6469129025191068
54751,""Feature-3"",0.376306626945734
54751,""Feature-4"",0.48417222417891026
54996,,
55196,""Feature-1"",0.6077340299525531
55196,""Feature-3"",0.465322822406888
55196,""Feature-4"",0.733272139877081
55352,,
55595,,
55747,,
55953,,
56195,,
56395,""Feature-3"",0.3493272463977337
56395,""Feature-4"",0.4375199025962502
56555,,
56795,,
56953,,
57157,,
57348,,
57553,,
57795,,
57955,""Feature-1"",0.4522284635761753
57955,""Feature-3"",0.42789073295891283
57955,""Feature-4"",0.6355105706304311
58147,""Feature-1"",0.3365071406149946
58147,""Feature-3"",0.3789899165928364
58147,""Feature-4"",0.5466672061383724
58350,""Feature-1"",0.4359578216727823
58350,""Feature-4"",0.6814873696863651
58552,,
58755,,
58949,""Feature-4"",0.5967492555826902
59152,,
59395,,
59607,,
59753,,
59949,""Feature-4"",0.36444130919873713
60254,,
60505,,
60600,,
60796,,
60996,,
61195,,
61395,,
61555,""Feature-1"",0.3640438824426383
61555,""Feature-3"",0.39898308057338
61555,""Feature-4"",0.5034565170295536
61796,,
61995,,
62195,""Feature-4"",0.3403333697468042
62354,,
62597,,
62797,,
62948,,
63197,,
63396,,
63603,,
63750,,
63952,,
64153,,
64354,,
64551,,
64755,,
64952,,
65156,,
65350,,
65595,""Feature-4"",0.4474167910963297
65801,,
65954,,
66153,,
66398,,
66552,,
66753,""Feature-1"",0.39550981173058974
66753,""Feature-4"",0.5791759241372347
66955,,
67155,,
67400,,
67554,""Feature-1"",0.4588404817506671
67554,""Feature-4"",0.5517944120243192
67751,,
68002,,
68202,,
68354,,
68554,,
68802,,
69002,,
69154,""Feature-1"",0.3488834383003996
69154,""Feature-3"",0.3761324128508568
69154,""Feature-4"",0.5958657719194889
69351,,
69604,,
69796,,
