@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
7177,'2022/03/16 22:44:46:125',5,7.076815,7.076815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7178,'2022/03/16 22:44:46:125',5,7.076815,7.076815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7179,'2022/03/16 22:44:46:135',5,6.690678,6.690678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7180,'2022/03/16 22:44:46:146',5,6.890355,6.890355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7181,'2022/03/16 22:44:46:157',5,6.863761,6.863761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7182,'2022/03/16 22:44:46:168',5,7.060291,7.060291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7183,'2022/03/16 22:44:46:179',5,7.484027,7.484027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7184,'2022/03/16 22:44:46:190',5,7.241393,7.241393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7185,'2022/03/16 22:44:46:201',5,6.98772,6.98772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7186,'2022/03/16 22:44:46:213',5,6.787444,6.787444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7187,'2022/03/16 22:44:46:221',5,6.89524,6.89524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7188,'2022/03/16 22:44:46:232',5,6.834398,6.834398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7189,'2022/03/16 22:44:46:243',5,7.362574,7.362574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7190,'2022/03/16 22:44:46:253',5,7.024453,7.024453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7191,'2022/03/16 22:44:46:263',5,7.342529,7.342529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7192,'2022/03/16 22:44:46:274',5,7.20841,7.20841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7193,'2022/03/16 22:44:46:285',5,7.202062,7.202062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7194,'2022/03/16 22:44:46:285',5,7.202062,7.202062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7195,'2022/03/16 22:44:46:295',5,6.967483,6.967483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7196,'2022/03/16 22:44:46:306',5,7.103769,7.103769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7197,'2022/03/16 22:44:46:317',5,7.024571,7.024571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7198,'2022/03/16 22:44:46:327',5,7.13525,7.13525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7199,'2022/03/16 22:44:46:338',5,7.171803,7.171803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7200,'2022/03/16 22:44:46:349',5,7.145506,7.145506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7201,'2022/03/16 22:44:46:360',5,6.780962,6.780962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7202,'2022/03/16 22:44:46:370',5,6.832995,6.832995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7203,'2022/03/16 22:44:46:382',5,6.975844,6.975844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7204,'2022/03/16 22:44:46:392',5,6.876892,6.876892,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7205,'2022/03/16 22:44:46:402',5,6.936195,6.936195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7206,'2022/03/16 22:44:46:413',5,6.782546,6.782546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7207,'2022/03/16 22:44:46:424',5,6.599535,6.599535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7208,'2022/03/16 22:44:46:434',5,6.639487,6.639487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7209,'2022/03/16 22:44:46:445',5,6.59085,6.59085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7210,'2022/03/16 22:44:46:446',5,6.59085,6.59085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7211,'2022/03/16 22:44:46:457',5,6.88243,6.88243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7212,'2022/03/16 22:44:46:467',5,6.777539,6.777539,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7213,'2022/03/16 22:44:46:477',5,6.769535,6.769535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7214,'2022/03/16 22:44:46:487',5,6.806098,6.806098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7215,'2022/03/16 22:44:46:499',5,6.613988,6.613988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7216,'2022/03/16 22:44:46:511',5,6.622034,6.622034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7217,'2022/03/16 22:44:46:520',5,6.562026,6.562026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7218,'2022/03/16 22:44:46:532',5,6.69833,6.69833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7219,'2022/03/16 22:44:46:543',5,6.65359,6.65359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7220,'2022/03/16 22:44:46:552',5,6.862781,6.862781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7221,'2022/03/16 22:44:46:563',5,6.596709,6.596709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7222,'2022/03/16 22:44:46:572',5,6.551008,6.551008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7223,'2022/03/16 22:44:46:583',5,6.815341,6.815341,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7224,'2022/03/16 22:44:46:594',5,6.519083,6.519083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7225,'2022/03/16 22:44:46:605',5,6.652154,6.652154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7226,'2022/03/16 22:44:46:605',5,6.652154,6.652154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7227,'2022/03/16 22:44:46:616',5,6.240502,6.240502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7228,'2022/03/16 22:44:46:626',5,6.73499,6.73499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7229,'2022/03/16 22:44:46:637',5,6.636036,6.636036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7230,'2022/03/16 22:44:46:647',5,6.796179,6.796179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7231,'2022/03/16 22:44:46:658',5,6.398171,6.398171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7232,'2022/03/16 22:44:46:669',5,6.488151,6.488151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7233,'2022/03/16 22:44:46:679',5,6.844479,6.844479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7234,'2022/03/16 22:44:46:690',5,6.715685,6.715685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7235,'2022/03/16 22:44:46:701',5,6.684188,6.684188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7236,'2022/03/16 22:44:46:711',5,6.530985,6.530985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7237,'2022/03/16 22:44:46:722',5,6.540073,6.540073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7238,'2022/03/16 22:44:46:733',5,6.93606,6.93606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7239,'2022/03/16 22:44:46:743',5,7.121622,7.121622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7240,'2022/03/16 22:44:46:754',5,7.019859,7.019859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7241,'2022/03/16 22:44:46:765',5,7.14289,7.14289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7242,'2022/03/16 22:44:46:765',5,7.14289,7.14289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7243,'2022/03/16 22:44:46:775',5,7.471066,7.471066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7244,'2022/03/16 22:44:46:786',5,7.592222,7.592222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7245,'2022/03/16 22:44:46:797',5,8.271955,8.271955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7246,'2022/03/16 22:44:46:808',5,7.944134,7.944134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7247,'2022/03/16 22:44:46:818',5,8.023131,8.023131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7248,'2022/03/16 22:44:46:830',5,8.114218,8.114218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7249,'2022/03/16 22:44:46:841',5,7.870408,7.870408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7250,'2022/03/16 22:44:46:851',5,7.967241,7.967241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7251,'2022/03/16 22:44:46:864',5,8.446544,8.446544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7252,'2022/03/16 22:44:46:872',5,9.040683,9.040683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7253,'2022/03/16 22:44:46:882',5,8.993209,8.993209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7254,'2022/03/16 22:44:46:894',5,9.288053,9.288053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7255,'2022/03/16 22:44:46:904',5,9.777412,9.777412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7256,'2022/03/16 22:44:46:914',5,9.692895,9.692895,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7257,'2022/03/16 22:44:46:925',5,9.458671,9.458671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7258,'2022/03/16 22:44:46:925',5,9.458671,9.458671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7259,'2022/03/16 22:44:46:935',5,9.761352,9.761352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7260,'2022/03/16 22:44:46:946',5,9.767102,9.767102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7261,'2022/03/16 22:44:46:957',5,9.849545,9.849545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7262,'2022/03/16 22:44:46:967',5,9.8445,9.8445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7263,'2022/03/16 22:44:46:978',5,9.800968,9.800968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7264,'2022/03/16 22:44:46:989',5,9.804315,9.804315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7265,'2022/03/16 22:44:46:999',5,9.741562,9.741562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7266,'2022/03/16 22:44:47:010',5,9.717702,9.717702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7267,'2022/03/16 22:44:47:021',5,9.595829,9.595829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7268,'2022/03/16 22:44:47:031',5,9.33075,9.33075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7269,'2022/03/16 22:44:47:043',5,9.445176,9.445176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7270,'2022/03/16 22:44:47:053',5,9.379996,9.379996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7271,'2022/03/16 22:44:47:063',5,9.5428,9.5428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7272,'2022/03/16 22:44:47:074',5,9.308805,9.308805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7273,'2022/03/16 22:44:47:085',5,9.41015,9.41015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7274,'2022/03/16 22:44:47:085',5,9.41015,9.41015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7275,'2022/03/16 22:44:47:095',5,9.406858,9.406858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7276,'2022/03/16 22:44:47:106',5,9.126914,9.126914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7277,'2022/03/16 22:44:47:117',5,9.266471,9.266471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7278,'2022/03/16 22:44:47:127',5,9.027219,9.027219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7279,'2022/03/16 22:44:47:138',5,8.84822,8.84822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7280,'2022/03/16 22:44:47:149',5,9.088105,9.088105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7281,'2022/03/16 22:44:47:160',5,9.236458,9.236458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7282,'2022/03/16 22:44:47:170',5,8.877316,8.877316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7283,'2022/03/16 22:44:47:183',5,8.960103,8.960103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7284,'2022/03/16 22:44:47:193',5,8.842825,8.842825,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7285,'2022/03/16 22:44:47:203',5,9.082027,9.082027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7286,'2022/03/16 22:44:47:213',5,9.127151,9.127151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7287,'2022/03/16 22:44:47:224',5,8.265011,8.265011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7288,'2022/03/16 22:44:47:234',5,8.763745,8.763745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7289,'2022/03/16 22:44:47:245',5,8.46717,8.46717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7290,'2022/03/16 22:44:47:246',5,8.46717,8.46717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7291,'2022/03/16 22:44:47:256',5,8.476838,8.476838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7292,'2022/03/16 22:44:47:266',5,8.388597,8.388597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7293,'2022/03/16 22:44:47:277',5,8.169569,8.169569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7294,'2022/03/16 22:44:47:287',5,7.677418,7.677418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7295,'2022/03/16 22:44:47:298',5,7.77393,7.77393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7296,'2022/03/16 22:44:47:309',5,8.153431,8.153431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7297,'2022/03/16 22:44:47:319',5,8.19804,8.19804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7298,'2022/03/16 22:44:47:330',5,7.553506,7.553506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7299,'2022/03/16 22:44:47:341',5,8.009382,8.009382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7300,'2022/03/16 22:44:47:351',5,7.891908,7.891908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7301,'2022/03/16 22:44:47:362',5,8.113256,8.113256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7302,'2022/03/16 22:44:47:373',5,8.291018,8.291018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7303,'2022/03/16 22:44:47:383',5,8.405437,8.405437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7304,'2022/03/16 22:44:47:394',5,7.856684,7.856684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7305,'2022/03/16 22:44:47:405',5,7.87535,7.87535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7306,'2022/03/16 22:44:47:416',5,7.973228,7.973228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7307,'2022/03/16 22:44:47:416',5,7.973228,7.973228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7308,'2022/03/16 22:44:47:426',5,7.587103,7.587103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7309,'2022/03/16 22:44:47:437',5,7.346936,7.346936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7310,'2022/03/16 22:44:47:447',5,7.163329,7.163329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7311,'2022/03/16 22:44:47:458',5,7.188021,7.188021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7312,'2022/03/16 22:44:47:473',5,7.294191,7.294191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7313,'2022/03/16 22:44:47:496',5,7.548123,7.548123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7314,'2022/03/16 22:44:47:497',5,7.548123,7.548123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7315,'2022/03/16 22:44:47:497',5,7.548123,7.548123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7316,'2022/03/16 22:44:47:512',5,7.142026,7.142026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7317,'2022/03/16 22:44:47:523',5,7.163596,7.163596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7318,'2022/03/16 22:44:47:532',5,7.136092,7.136092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7319,'2022/03/16 22:44:47:543',5,7.371724,7.371724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7320,'2022/03/16 22:44:47:554',5,6.801579,6.801579,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7321,'2022/03/16 22:44:47:565',5,7.139117,7.139117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7322,'2022/03/16 22:44:47:565',5,7.139117,7.139117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7323,'2022/03/16 22:44:47:575',5,7.094878,7.094878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7324,'2022/03/16 22:44:47:586',5,6.660766,6.660766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7325,'2022/03/16 22:44:47:597',5,7.096366,7.096366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7326,'2022/03/16 22:44:47:607',5,7.153599,7.153599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7327,'2022/03/16 22:44:47:618',5,7.248331,7.248331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7328,'2022/03/16 22:44:47:629',5,7.461281,7.461281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7329,'2022/03/16 22:44:47:639',5,7.459005,7.459005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7330,'2022/03/16 22:44:47:650',5,7.763705,7.763705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7331,'2022/03/16 22:44:47:661',5,7.62905,7.62905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7332,'2022/03/16 22:44:47:671',5,7.834488,7.834488,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7333,'2022/03/16 22:44:47:682',5,7.740927,7.740927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7334,'2022/03/16 22:44:47:693',5,7.919188,7.919188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7335,'2022/03/16 22:44:47:703',5,7.907736,7.907736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7336,'2022/03/16 22:44:47:714',5,7.459488,7.459488,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7337,'2022/03/16 22:44:47:725',5,7.126244,7.126244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7338,'2022/03/16 22:44:47:725',5,7.126244,7.126244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7339,'2022/03/16 22:44:47:735',5,7.558982,7.558982,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7340,'2022/03/16 22:44:47:746',5,7.457113,7.457113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7341,'2022/03/16 22:44:47:757',5,7.341537,7.341537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7342,'2022/03/16 22:44:47:767',5,7.175148,7.175148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7343,'2022/03/16 22:44:47:778',5,7.38752,7.38752,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7344,'2022/03/16 22:44:47:789',5,8.009948,8.009948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7345,'2022/03/16 22:44:47:799',5,8.077283,8.077283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7346,'2022/03/16 22:44:47:810',5,7.662421,7.662421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7347,'2022/03/16 22:44:47:821',5,7.603976,7.603976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7348,'2022/03/16 22:44:47:833',5,7.83988,7.83988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7349,'2022/03/16 22:44:47:843',5,7.606466,7.606466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7350,'2022/03/16 22:44:47:854',5,7.272758,7.272758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7351,'2022/03/16 22:44:47:864',5,7.083473,7.083473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7352,'2022/03/16 22:44:47:875',5,7.382985,7.382985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7353,'2022/03/16 22:44:47:885',5,7.349644,7.349644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7354,'2022/03/16 22:44:47:885',5,7.349644,7.349644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7355,'2022/03/16 22:44:47:896',5,7.022865,7.022865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7356,'2022/03/16 22:44:47:906',5,7.40976,7.40976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7357,'2022/03/16 22:44:47:916',5,7.587623,7.587623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7358,'2022/03/16 22:44:47:927',5,7.441399,7.441399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7359,'2022/03/16 22:44:47:938',5,7.495678,7.495678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7360,'2022/03/16 22:44:47:949',5,7.563005,7.563005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7361,'2022/03/16 22:44:47:960',5,7.568639,7.568639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7362,'2022/03/16 22:44:47:970',5,7.419461,7.419461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7363,'2022/03/16 22:44:47:980',5,8.2118,8.2118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7364,'2022/03/16 22:44:47:992',5,7.252865,7.252865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7365,'2022/03/16 22:44:48:002',5,7.842914,7.842914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7366,'2022/03/16 22:44:48:013',5,8.248442,8.248442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7367,'2022/03/16 22:44:48:023',5,8.123557,8.123557,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7368,'2022/03/16 22:44:48:034',5,8.007485,8.007485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7369,'2022/03/16 22:44:48:045',5,8.250161,8.250161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7370,'2022/03/16 22:44:48:045',5,8.250161,8.250161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7371,'2022/03/16 22:44:48:056',5,8.544014,8.544014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7372,'2022/03/16 22:44:48:066',5,9.116232,9.116232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7373,'2022/03/16 22:44:48:077',5,8.849551,8.849551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7374,'2022/03/16 22:44:48:087',5,9.172318,9.172318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7375,'2022/03/16 22:44:48:098',5,9.447131,9.447131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7376,'2022/03/16 22:44:48:109',5,9.074727,9.074727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7377,'2022/03/16 22:44:48:120',5,9.213412,9.213412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7378,'2022/03/16 22:44:48:131',5,9.341091,9.341091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7379,'2022/03/16 22:44:48:142',5,9.209005,9.209005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7380,'2022/03/16 22:44:48:153',5,9.142794,9.142794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7381,'2022/03/16 22:44:48:162',5,9.073516,9.073516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7382,'2022/03/16 22:44:48:172',5,9.128748,9.128748,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7383,'2022/03/16 22:44:48:184',5,8.894397,8.894397,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7384,'2022/03/16 22:44:48:194',5,8.886595,8.886595,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7385,'2022/03/16 22:44:48:205',5,8.954988,8.954988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7386,'2022/03/16 22:44:48:215',5,8.800776,8.800776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7387,'2022/03/16 22:44:48:216',5,8.800776,8.800776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7388,'2022/03/16 22:44:48:227',5,9.022112,9.022112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7389,'2022/03/16 22:44:48:237',5,8.828349,8.828349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7390,'2022/03/16 22:44:48:248',5,8.614556,8.614556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7391,'2022/03/16 22:44:48:258',5,8.877831,8.877831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7392,'2022/03/16 22:44:48:269',5,8.641386,8.641386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7393,'2022/03/16 22:44:48:279',5,8.714304,8.714304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7394,'2022/03/16 22:44:48:290',5,8.218936,8.218936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7395,'2022/03/16 22:44:48:300',5,8.385007,8.385007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7396,'2022/03/16 22:44:48:311',5,8.519599,8.519599,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7397,'2022/03/16 22:44:48:322',5,8.205749,8.205749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7398,'2022/03/16 22:44:48:333',5,8.079107,8.079107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7399,'2022/03/16 22:44:48:343',5,8.770123,8.770123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7400,'2022/03/16 22:44:48:354',5,8.590398,8.590398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
