@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
903,'2022/03/16 22:40:41:009',1,2.626141,2.626141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
904,'2022/03/16 22:40:41:020',1,2.677597,2.677597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
905,'2022/03/16 22:40:41:031',1,2.74494,2.74494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
906,'2022/03/16 22:40:41:041',1,2.547012,2.547012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
907,'2022/03/16 22:40:41:052',1,2.544777,2.544777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
908,'2022/03/16 22:40:41:063',1,2.543986,2.543986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
909,'2022/03/16 22:40:41:074',1,2.721337,2.721337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
910,'2022/03/16 22:40:41:084',1,2.793536,2.793536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911,'2022/03/16 22:40:41:095',1,2.787776,2.787776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
912,'2022/03/16 22:40:41:095',1,2.787776,2.787776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
913,'2022/03/16 22:40:41:105',1,2.664363,2.664363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
914,'2022/03/16 22:40:41:116',1,2.462379,2.462379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
915,'2022/03/16 22:40:41:127',1,2.342999,2.342999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
916,'2022/03/16 22:40:41:170',1,2.150482,2.150482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
917,'2022/03/16 22:40:41:170',1,2.150482,2.150482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
918,'2022/03/16 22:40:41:170',1,2.150482,2.150482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
919,'2022/03/16 22:40:41:170',1,2.150482,2.150482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
920,'2022/03/16 22:40:41:181',1,2.568064,2.568064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
921,'2022/03/16 22:40:41:192',1,2.697453,2.697453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
922,'2022/03/16 22:40:41:202',1,2.456313,2.456313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
923,'2022/03/16 22:40:41:212',1,2.272667,2.272667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
924,'2022/03/16 22:40:41:223',1,2.581077,2.581077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
925,'2022/03/16 22:40:41:233',1,2.632626,2.632626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
926,'2022/03/16 22:40:41:244',1,2.710925,2.710925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
927,'2022/03/16 22:40:41:255',1,2.503377,2.503377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
928,'2022/03/16 22:40:41:255',1,2.503377,2.503377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
929,'2022/03/16 22:40:41:265',1,2.267773,2.267773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
930,'2022/03/16 22:40:41:275',1,2.439194,2.439194,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
931,'2022/03/16 22:40:41:287',1,2.798366,2.798366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
932,'2022/03/16 22:40:41:297',1,2.443083,2.443083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
933,'2022/03/16 22:40:41:308',1,2.658904,2.658904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
934,'2022/03/16 22:40:41:319',1,2.717786,2.717786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
935,'2022/03/16 22:40:41:329',1,2.661571,2.661571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
936,'2022/03/16 22:40:41:341',1,2.488621,2.488621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
937,'2022/03/16 22:40:41:351',1,2.515104,2.515104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
938,'2022/03/16 22:40:41:362',1,2.678403,2.678403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
939,'2022/03/16 22:40:41:373',1,2.535076,2.535076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
940,'2022/03/16 22:40:41:383',1,2.539561,2.539561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
941,'2022/03/16 22:40:41:394',1,2.704768,2.704768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
942,'2022/03/16 22:40:41:405',1,2.457116,2.457116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
943,'2022/03/16 22:40:41:405',1,2.457116,2.457116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
944,'2022/03/16 22:40:41:415',1,2.66955,2.66955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
945,'2022/03/16 22:40:41:427',1,2.260271,2.260271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
946,'2022/03/16 22:40:41:438',1,2.549058,2.549058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
947,'2022/03/16 22:40:41:448',1,2.60189,2.60189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
948,'2022/03/16 22:40:41:480',1,2.603986,2.603986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
949,'2022/03/16 22:40:41:481',1,2.603986,2.603986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
950,'2022/03/16 22:40:41:481',1,2.603986,2.603986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
951,'2022/03/16 22:40:41:493',1,2.603986,2.603986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
952,'2022/03/16 22:40:41:499',1,2.603986,2.603986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
953,'2022/03/16 22:40:41:511',1,2.560656,2.560656,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
954,'2022/03/16 22:40:41:522',1,2.513251,2.513251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
955,'2022/03/16 22:40:41:532',1,2.55986,2.55986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
956,'2022/03/16 22:40:41:542',1,2.777893,2.777893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
957,'2022/03/16 22:40:41:554',1,2.627865,2.627865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
958,'2022/03/16 22:40:41:555',1,2.627865,2.627865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
959,'2022/03/16 22:40:41:565',1,2.720564,2.720564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
960,'2022/03/16 22:40:41:596',1,2.937187,2.937187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
961,'2022/03/16 22:40:41:596',1,2.937187,2.937187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
962,'2022/03/16 22:40:41:607',1,2.888383,2.888383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
963,'2022/03/16 22:40:41:607',1,2.888383,2.888383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
964,'2022/03/16 22:40:41:618',1,2.940286,2.940286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
965,'2022/03/16 22:40:41:628',1,2.823043,2.823043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
966,'2022/03/16 22:40:41:639',1,2.728245,2.728245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
967,'2022/03/16 22:40:41:650',1,2.423598,2.423598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
968,'2022/03/16 22:40:41:660',1,2.56662,2.56662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
969,'2022/03/16 22:40:41:671',1,2.645462,2.645462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
970,'2022/03/16 22:40:41:681',1,2.078046,2.078046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
971,'2022/03/16 22:40:41:692',1,2.714124,2.714124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
972,'2022/03/16 22:40:41:704',1,2.61825,2.61825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
973,'2022/03/16 22:40:41:716',1,2.600928,2.600928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
974,'2022/03/16 22:40:41:716',1,2.600928,2.600928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
975,'2022/03/16 22:40:41:725',1,2.811105,2.811105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
976,'2022/03/16 22:40:41:735',1,2.858158,2.858158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
977,'2022/03/16 22:40:41:745',1,2.972979,2.972979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
978,'2022/03/16 22:40:41:757',1,2.801,2.801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
979,'2022/03/16 22:40:41:770',1,2.435226,2.435226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
980,'2022/03/16 22:40:41:783',1,2.919043,2.919043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
981,'2022/03/16 22:40:41:800',1,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
982,'2022/03/16 22:40:41:801',1,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983,'2022/03/16 22:40:41:809',1,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
984,'2022/03/16 22:40:41:825',1,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
985,'2022/03/16 22:40:41:825',1,3.25,3.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
986,'2022/03/16 22:40:41:841',1,2.229,2.229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
987,'2022/03/16 22:40:41:852',1,2.456713,2.456713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
988,'2022/03/16 22:40:41:862',1,2.520006,2.520006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
989,'2022/03/16 22:40:41:873',1,2.584365,2.584365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
990,'2022/03/16 22:40:41:884',1,2.903311,2.903311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
991,'2022/03/16 22:40:41:894',1,2.692121,2.692121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
992,'2022/03/16 22:40:41:895',1,2.692121,2.692121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
993,'2022/03/16 22:40:41:905',1,2.805604,2.805604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
994,'2022/03/16 22:40:41:915',1,2.726366,2.726366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
995,'2022/03/16 22:40:41:927',1,2.583715,2.583715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
996,'2022/03/16 22:40:41:937',1,2.589961,2.589961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
997,'2022/03/16 22:40:41:947',1,2.791088,2.791088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
998,'2022/03/16 22:40:41:960',1,2.097093,2.097093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
999,'2022/03/16 22:40:41:980',1,2.321479,2.321479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000,'2022/03/16 22:40:41:980',1,2.321479,2.321479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1001,'2022/03/16 22:40:41:990',1,2.135419,2.135419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1002,'2022/03/16 22:40:42:001',1,2.578884,2.578884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1003,'2022/03/16 22:40:42:012',1,2.412359,2.412359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1004,'2022/03/16 22:40:42:023',1,2.793548,2.793548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1005,'2022/03/16 22:40:42:033',1,2.761277,2.761277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1006,'2022/03/16 22:40:42:044',1,2.670103,2.670103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1007,'2022/03/16 22:40:42:055',1,2.708911,2.708911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1008,'2022/03/16 22:40:42:055',1,2.708911,2.708911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1009,'2022/03/16 22:40:42:065',1,2.49756,2.49756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1010,'2022/03/16 22:40:42:075',1,2.23239,2.23239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1011,'2022/03/16 22:40:42:087',1,2.281561,2.281561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1012,'2022/03/16 22:40:42:097',1,2.274959,2.274959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1013,'2022/03/16 22:40:42:120',1,2.558404,2.558404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1014,'2022/03/16 22:40:42:121',1,2.558404,2.558404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1015,'2022/03/16 22:40:42:131',1,2.532912,2.532912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1016,'2022/03/16 22:40:42:142',1,2.618888,2.618888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1017,'2022/03/16 22:40:42:156',1,2.816705,2.816705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1018,'2022/03/16 22:40:42:156',1,2.816705,2.816705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1019,'2022/03/16 22:40:42:166',1,2.901186,2.901186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1020,'2022/03/16 22:40:42:183',1,2.432535,2.432535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021,'2022/03/16 22:40:42:193',1,2.58461,2.58461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1022,'2022/03/16 22:40:42:204',1,2.435926,2.435926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1023,'2022/03/16 22:40:42:214',1,2.24177,2.24177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1024,'2022/03/16 22:40:42:215',1,2.24177,2.24177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1025,'2022/03/16 22:40:42:225',1,2.670801,2.670801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1026,'2022/03/16 22:40:42:236',1,2.69955,2.69955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1027,'2022/03/16 22:40:42:246',1,2.50757,2.50757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1028,'2022/03/16 22:40:42:257',1,2.638235,2.638235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1029,'2022/03/16 22:40:42:268',1,2.802929,2.802929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1030,'2022/03/16 22:40:42:278',1,2.931718,2.931718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1031,'2022/03/16 22:40:42:289',1,2.756104,2.756104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1032,'2022/03/16 22:40:42:300',1,2.620308,2.620308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1033,'2022/03/16 22:40:42:310',1,2.649868,2.649868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1034,'2022/03/16 22:40:42:321',1,2.56799,2.56799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1035,'2022/03/16 22:40:42:332',1,2.012254,2.012254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1036,'2022/03/16 22:40:42:342',1,2.301412,2.301412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1037,'2022/03/16 22:40:42:354',1,2.55323,2.55323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1038,'2022/03/16 22:40:42:364',1,2.079587,2.079587,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1039,'2022/03/16 22:40:42:375',1,2.151343,2.151343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1040,'2022/03/16 22:40:42:375',1,2.151343,2.151343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1041,'2022/03/16 22:40:42:385',1,2.439683,2.439683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1042,'2022/03/16 22:40:42:396',1,2.581513,2.581513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1043,'2022/03/16 22:40:42:406',1,2.830822,2.830822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1044,'2022/03/16 22:40:42:418',1,2.651628,2.651628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1045,'2022/03/16 22:40:42:428',1,2.819218,2.819218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1046,'2022/03/16 22:40:42:439',1,2.740913,2.740913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1047,'2022/03/16 22:40:42:450',1,2.710724,2.710724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1048,'2022/03/16 22:40:42:462',1,2.450854,2.450854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1049,'2022/03/16 22:40:42:474',1,2.374576,2.374576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1050,'2022/03/16 22:40:42:483',1,2.572266,2.572266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1051,'2022/03/16 22:40:42:494',1,2.624871,2.624871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1052,'2022/03/16 22:40:42:504',1,2.269346,2.269346,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1053,'2022/03/16 22:40:42:516',1,2.407886,2.407886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1054,'2022/03/16 22:40:42:516',1,2.407886,2.407886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1055,'2022/03/16 22:40:42:525',1,2.317792,2.317792,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1056,'2022/03/16 22:40:42:535',1,2.472819,2.472819,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1057,'2022/03/16 22:40:42:545',1,2.59201,2.59201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1058,'2022/03/16 22:40:42:556',1,2.623926,2.623926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1059,'2022/03/16 22:40:42:567',1,2.808555,2.808555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1060,'2022/03/16 22:40:42:589',1,2.314453,2.314453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1061,'2022/03/16 22:40:42:589',1,2.314453,2.314453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,'2022/03/16 22:40:42:598',1,2.586656,2.586656,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,'2022/03/16 22:40:42:609',1,2.685754,2.685754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1064,'2022/03/16 22:40:42:621',1,2.334675,2.334675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1065,'2022/03/16 22:40:42:631',1,2.388464,2.388464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1066,'2022/03/16 22:40:42:641',1,2.489848,2.489848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1067,'2022/03/16 22:40:42:653',1,2.473528,2.473528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1068,'2022/03/16 22:40:42:662',1,1.997433,1.997433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1069,'2022/03/16 22:40:42:673',1,2.179742,2.179742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1070,'2022/03/16 22:40:42:684',1,2.300018,2.300018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1071,'2022/03/16 22:40:42:694',1,2.170093,2.170093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072,'2022/03/16 22:40:42:695',1,2.170093,2.170093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1073,'2022/03/16 22:40:42:705',1,2.236754,2.236754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1074,'2022/03/16 22:40:42:716',1,2.22855,2.22855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1075,'2022/03/16 22:40:42:726',1,2.712337,2.712337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1076,'2022/03/16 22:40:42:737',1,2.452956,2.452956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1077,'2022/03/16 22:40:42:748',1,2.301337,2.301337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1078,'2022/03/16 22:40:42:781',1,2.714138,2.714138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1079,'2022/03/16 22:40:42:781',1,2.714138,2.714138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1080,'2022/03/16 22:40:42:781',1,2.714138,2.714138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1081,'2022/03/16 22:40:42:792',1,2.575857,2.575857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1082,'2022/03/16 22:40:42:803',1,2.533338,2.533338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1083,'2022/03/16 22:40:42:813',1,2.63765,2.63765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1084,'2022/03/16 22:40:42:823',1,2.604851,2.604851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1085,'2022/03/16 22:40:42:833',1,2.805606,2.805606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1086,'2022/03/16 22:40:42:844',1,2.749038,2.749038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1087,'2022/03/16 22:40:42:855',1,2.768999,2.768999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1088,'2022/03/16 22:40:42:856',1,2.768999,2.768999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1089,'2022/03/16 22:40:42:865',1,2.555132,2.555132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,'2022/03/16 22:40:42:876',1,2.291267,2.291267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1091,'2022/03/16 22:40:42:886',1,2.715148,2.715148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1092,'2022/03/16 22:40:42:897',1,2.68751,2.68751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1093,'2022/03/16 22:40:42:908',1,2.556949,2.556949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1094,'2022/03/16 22:40:42:918',1,2.022493,2.022493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1095,'2022/03/16 22:40:42:929',1,2.485741,2.485741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1096,'2022/03/16 22:40:42:940',1,2.724218,2.724218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,'2022/03/16 22:40:42:951',1,2.491668,2.491668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1098,'2022/03/16 22:40:42:961',1,2.223005,2.223005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,'2022/03/16 22:40:42:972',1,2.509478,2.509478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1100,'2022/03/16 22:40:42:982',1,2.635696,2.635696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,'2022/03/16 22:40:42:993',1,2.671851,2.671851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1102,'2022/03/16 22:40:43:004',1,2.736027,2.736027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1103,'2022/03/16 22:40:43:014',1,2.296715,2.296715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1104,'2022/03/16 22:40:43:015',1,2.296715,2.296715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1105,'2022/03/16 22:40:43:025',1,2.237391,2.237391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1106,'2022/03/16 22:40:43:036',1,2.777577,2.777577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1107,'2022/03/16 22:40:43:046',1,2.41311,2.41311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1108,'2022/03/16 22:40:43:057',1,2.662839,2.662839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1109,'2022/03/16 22:40:43:068',1,2.691231,2.691231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1110,'2022/03/16 22:40:43:080',1,2.585807,2.585807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1111,'2022/03/16 22:40:43:101',1,2.325818,2.325818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1112,'2022/03/16 22:40:43:101',1,2.325818,2.325818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1113,'2022/03/16 22:40:43:111',1,2.752459,2.752459,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1114,'2022/03/16 22:40:43:122',1,2.391811,2.391811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1115,'2022/03/16 22:40:43:132',1,2.580471,2.580471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1116,'2022/03/16 22:40:43:143',1,2.632118,2.632118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1117,'2022/03/16 22:40:43:153',1,2.318193,2.318193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1118,'2022/03/16 22:40:43:164',1,2.708536,2.708536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1119,'2022/03/16 22:40:43:165',1,2.708536,2.708536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1120,'2022/03/16 22:40:43:174',1,2.37293,2.37293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1121,'2022/03/16 22:40:43:186',1,2.450219,2.450219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1122,'2022/03/16 22:40:43:196',1,2.628964,2.628964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1123,'2022/03/16 22:40:43:206',1,2.556497,2.556497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1124,'2022/03/16 22:40:43:217',1,2.596013,2.596013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1125,'2022/03/16 22:40:43:228',1,2.571768,2.571768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1126,'2022/03/16 22:40:43:238',1,2.558751,2.558751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1127,'2022/03/16 22:40:43:249',1,2.399281,2.399281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1128,'2022/03/16 22:40:43:260',1,2.599664,2.599664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
